35650               ,FORKLIFT PSN WAREHOUSE                  
B14RF01          ,"FEEDER, ROTARY FOR BAG FILTER 1 LINE 2  "
B14RF02          ,"FEEDER, ROTARY FOR BAG FILTER 2 LINE 2  "
B14RF03          ,"FEEDER, ROTARY TO DD LINE2              "
B14VF01          ,"FEEDER, VIBRATING BELOW HOPPER LINE 2   "
B14VS01          ,"SCREEN, VIBRATING PADDY HUSK, LINE 2    "
CM3ELEPL         ,CEMENT MILL 3 ELECTRICAL PANEL GROUP    
CM3ELETR         ,CEMENT MILL 3 ELECT TRANSFORMER GROUP   
E02SW01          ,"SWITCH GEAR, INCOIMNG, 2 132KV GIS      "
E02TR01          ,INCOMING 132/6.6 KV TR 220MVA TOSHIBA   
E03SW01          ,SWITCH GEAR L2 6.6 KV MTS               
E04PL01          ,"PANEL, BUSTIE MTS MIMIC PANEL & BUSTIE  "
E04PL02          ,PANEL MTS BATTERY CHARGER               
E05SW01          ,SWITCH GEAR L2 6.6 KV PPD               
E14PL01          ,"PANEL, CONTROL PADDY HUSH MAIN, ER4     "
E18PL01          ,"PANEL, UPS O&K                          "
E18PL02          ,"PANEL, PLC O&K                          "
E18PL03          ,"PANEL, PLC MOBILE CRSUHER               "
E18SW01          ,SW GEAR LIMESTONE CRUSHING 415V PANEL   
E18TR01          ,"TRANS L/STONE CRUSHING, 630KVA,         "
E19TR01          ,TRANSFORMER MOBILE CRUSHING             
E20PL01          ,"PANEL, PLC MATRL PREPÂTION, ER3        "
E20PL02          ,"PANEL, 415V MATRL PREPÂ ER3, CAP BAN   "
E20SW01          ,SW GEAR MATRL PREPTION ER3 415V PANEL   
E20TR01          ,"TRANS MATRL PREPÂTION ER3, 630KVA,     "
E21PL01          ,PANEL MATRL PREPÂTION SHALE STACKER    
E21PL02          ,PANEL MATRL PREPTION LIMESTONE STACKER  
E22PL01          ,PANEL SHALE RECLAIMER                   
E22PL02          ,PANEL LIMESTONE RECLAIMER               
E23CA01          ,"HOIST, ELECTRIC RAW MILL 2 MTS          "
E23PL02          ,"PANEL, 415V RAW MILL 2, CAP BANK        "
E23PL03          ,PANEL RAW MILL 2 INDUCED DRAFT FAN      
E23PL04          ,PANEL RAW MILL 2 AIR SEPARATOR          
E23PL05          ,PANEL RAW MILL 2 WEIGH FEEDER           
E23PL06          ,PANEL RAW MILL 2 L/S APRON FEEDER       
E23PL07          ,PANEL RAW MILL 2 SHAL APRON FEEDER      
E23SW01          ,SWITCH GEAR RAW MILL 2 415V PANEL ER4   
E23TR01          ,"TRANS RAW MILL 2, 2000KVA, 6.6KV/433V   "
E23TR02          ,TRANSFORMER RAW MILL 2 INDUCED DRAFT    
E24PL01          ,"PANEL, ER4, PREHEATER2 FAN              "
E24PL02          ,PANEL KILN FEED ROTARY FEEDER           
E24PL03          ,"PANEL, PLC PREHEATER 2, ER4             "
E24SW01          ,SWITCH GEAR PREHEATER2 415V PANEL ER4   
E24TR01          ,"TRANS C2.1T42 440FN01,1000KVA,6.6kV/690V"
E24TR02          ,TRANSFORMER C2.1T41 440FN0A-Baby IDF    
E25PL01          ,"PANEL L2 RAW MEAL EP, CHAMBER 1 ER4     "
E25PL02          ,"PANEL L2 RAW MEAL EP, CHAMBER 2 ER4     "
E25TR01          ,"TRANSFORMER L2 RAW MEAL EP, CHAMBER 1   "
E25TR02          ,"TRANSFORMER L2 RAW MEAL EP, CHAMBER 2   "
E26PL01          ,"PANEL,415V,ER PPD KILN/COOLER 2,CAP BANK"
E26PL02          ,"PANEL, PLC, ER PPD KILN / COOLER 2      "
E26PL03          ,"PANEL, ER PPD KILN 2 MAIN DRIVE         "
E26SW01          ,SW GEAR KILN/ COOLER 2 415V PANEL ER PPD
E26TR01          ,TRANSFORMER C2.1T45 KILN/COOL2 DPT      
E26TR02          ,TRANSFORMER C2.1T46 KILN2 MAIN DRIVE    
E27PL01          ,"PANEL, 415V, ER PPD COAL 2, CAP BANK    "
E27PL02          ,"PANEL, PLC, ER PPD COAL 2               "
E27PL04          ,"PANEL, ER, PPD, COOLER 2 GRATE DRIVE 1  "
E27PL05          ,"PANEL, ER, PPD, COOLER 2 GRATE DRIVE 2  "
E27PL31          ,"PANEL, ER PPD COAL2 , KILN BURNER-16KVA "
E27PL32          ,"PANEL, ER PPD COAL 2, DDF BURNER, 16KVA "
E27SW01          ,SWITCH GEAR COAL 2 415V PANEL ER PPD    
E27TR01          ,"TRANS COAL 2 DEPT, 1000KVA,             "
E28PL01          ,"PANEL, ER PPD L2 COOLER 2 EP, CHAMBER 1 "
E28PL02          ,"PANEL, ER PPD L2 COOLER 2 EP, CHAMBER 2 "
E28PL03          ,"PANEL, STR-470FN701                     "
E28TR01          ,"TRANSFORMER L2 COOLER 2 EP, CHAMBER 1   "
E28TR02          ,"TRANSFORMER L2 COOLER 2 EP, CHAMBER 2   "
E29PL01          ,"PANEL, 1, ER PPD DD COAL,VCP460RF201    "
E29PL02          ,"PANEL, 2, ER PPD DD COAL,VCP460RF301    "
E30PL01          ,"PANEL, UPS SILCON UPS LINE 2            "
E30PL02          ,PANEL PPD BATTERY CHARGER               
E30SW01          ,SWITCH GEAR ADMIN 2 415V PANEL ER AUX   
E30TR01          ,"TRANSFORMER C2.1TA9 ADMIN 2 DEPT, ER AUX"
E31PL01          ,"PANEL, 415V AUX 2, CAP BANK ER AUX      "
E31PL02          ,"PANEL, PLC AUX 2, ER AUX                "
E31SW01          ,SWITCH GEAR AUX 2 415V PANEL ER AUX     
E31TR01          ,TRANSFORMER C2.1TA5 AUX 2 DEPT          
E32PL01          ,"PANEL, 415V CEMENT MILL 3, CAP BANK ER 5"
E32PL02          ,"PANEL, PLC CEMENT MILL 3, ER 5          "
E32PL04          ,"PANEL CEMENT MILL 3 WEIGH FEEDER, ER 5  "
E32PL05          ,"PANEL CEMENT MILL 3 BLOW TANK, ER 5     "
E32PL06          ,PANEL CEMENT MILL 3 AIR SEPARATOR       
E32SW01          ,SWITCH GEAR CM3 415V PANEL ER 5         
E32TR01          ,"TRANSFORMER CM3 DEPT, ER 51600KVA       "
E32TR02          ,"TRANSFORMER CM3 R/P DEPT, ER 71000KVA   "
E33PL01          ,"PANEL L2 CEMENT MILL 3 EP, CHAMBER 1 ER5"
E33PL02          ,"PANEL L2 CEMENT MILL 3 EP, CHAMBER 2 ER5"
E33PL03          ,"PANEL CEMENT MILL3 CAP. BANK, ER7       "
E33SW01          ,SWITCH GEAR CM3 415V PANEL ER 7         
E33TR01          ,"TRANS L2 CEMENT MILL 3 EP, CHAMBER      "
E33TR02          ,"TRANS L2 CEMENT MILL 3 EP, CHAMBER2     "
E34PL01          ,"PANEL, 415V PP 3, CAP BANK ER 6         "
E34PL02          ,"PANEL, PLC PACKING PLANT 3, ER 6        "
E34PL03          ,"PANEL PACK PLANT 3 BULK LOAD, ER 6      "
E34PL04          ,"PANEL, LCP, 1 PP 3 LORRY B/LOADING      "
E34PL05          ,"PANEL, LCP, 2 PP 3 LORRY B/LOADING      "
E34PL06          ,"PANEL, LCP, 1 PP 3 WAGON.B/LOADING      "
E34PL07          ,"PANEL, LCP, 2 PP 3 WAGON B/LOADING      "
E34SW01          ,SWITCH GEAR PP 3 415V PANEL ER 6        
E34TR01          ,"PP3 DEPT, ER 61000KVA,6.6KV/433V,DYN11  "
ELLCP47          ,"PANEL, LCP-470EP101, 220KVA 220KVA      "
EPL              ,LINE 2 ELECTRICAL PANEL                 
ESW              ,LINE 2 SWITCHGEAR GROUP                 
ETR              ,LINE 2 TRANSFORMER GROUP                
MTSTR02          ,"TRANS MTS LINE 2 QRE, 25MVA, 132KV/6.6KV"
O&KELE0          ,O & K CRUSHER ELECTRICAL PANEL GROUP    
PH/CC/E          ,PREHEATER 2 / COOLER ELECTRICAL GROUPS  
PHKLCCP          ,PREHEATER/KILN 2 PANEL GROUP            
PHKLCCT          ,PREHEATER/KILN 2 TRANSFORMER GROUP      
PLC              ,LINE 2 PLC GROUP                        
PLCSVR01         ,LINE 2 PLC SERVER 01                    
PLCSVR02         ,LINE 2 PLC SERVER 02                    
PLCSVR03         ,PP3 PLC SERVER                          
PP3ELE0          ,PACKING PLANT 3 ELECTRICAL PANEL        
RM2ELE0          ,RAW MILL 2 ELECTRICAL PANEL GROUP       
CMBLOW01            ,BLOWER COMPONENT 552BL01                
CMBLOW02            ,BLOWER COMPONENT 560BL01                
CMBLOW03            ,BLOWER COMPONENT 560BL02                
CMBLOW04            ,BLOWER COMPONENT 56BL01                 
CMBLOW05            ,BLOWER COMPONENT 56BL02                 
CMBLOW06            ,BLOWER COMPONENT 56BL03                 
CMBLOW07            ,BLOWER COMPONENT 580BL01                
CMCOMP01            ,COMPRESSOR COMPONENT 54BCP01            
CMCOMP02            ,COMPRESSOR COMPONENT 55ACP01            
CMCOMP03            ,COMPRESSOR COMPONENT 55ACP02            
CMCOMP04            ,COMPRESSOR COMPONENT 55BCP01            
CMCOMP05            ,COMPRESSOR COMPONENT 545CP02            
CMCOMP06            ,COMPRESSOR COMPONENT 552CP01            
CMCOMP07            ,COMPRESSOR COMPONENT 552CP02            
CMCOMP08            ,COMPRESSOR COMPONENT 552CP03            
CMCOMP09            ,COMPRESSOR COMPONENT 545CP01            
CMCOMP10            ,COMPRESSOR COMPONENT 555CP01            
CMCOMP11            ,COMPRESSOR COMPONENT 555CP02            
CMCOMP12            ,COMPRESSOR COMPONENT 555CP02            
CMCOMP13            ,COMPRESSOR COMPONENT 562CP01            
CMCOMP14            ,COMPRESSOR COMPONENT 562CP02            
CMCOMP15            ,COMPRESSOR COMPONENT 562CP03            
CMCOMP16            ,COMPRESSOR COMPONENT 580CP01            
CMCOPL01            ,EP CONTROL PANEL 550EP01                
CMFN001             ,FAN IMPELLAR 510FN01                    
CMFN002             ,FAN IMPELLAR 545FN16                    
CMFN003             ,FAN IMPELLAR 545FN04                    
CMFN004             ,FAN IMPELLAR 550FN01                    
CMGBBS01            ,"GEARBOX, MAIN DRIVE 54ABM01 MILL        "
CMGBBS03            ,"GEARBOX, MAIN 545BM01 CEMENT MILL 3     "
CMGBBS04            ,MAIN GEAR BOX FOR VERTICAL MILL         
CMGBMS01            ,GEARBOX 54ABE01 BUCKET ELEVATOR         
CMGBMS02            ,MAIN GEAR BOX FOR 54ABE02               
CMGBMS03            ,GEAR BOX 54BAC01                        
CMGBMS04            ,GEARBOX FOR 54B BUCKET                  
CMGBMS05            ,GEAR BOX 54BBE02                        
CMGBMS06            ,GEAR BOX FOR 55ABE01                    
CMGBMS07            ,GEAR BOX 55BBE01                        
CMGBMS08            ,MAIN GEAR FOR 510AC01                   
CMGBMS09            ,MAIN GEAR FOR 510BE01                   
CMGBMS10            ,MAIN GEAR FOR 510BE02                   
CMGBMS11            ,MAIN GEAR FOR 520BE01                   
CMGBMS12            ,GEAR BOX BOR 535AC01                    
CMGBMS13            ,GEAR BOX 535SX01                        
CMGBMS14            ,GEAR BOX 540AC01                        
CMGBMS15            ,GEARBOX 540SX01                         
CMGBMS16            ,GEARBOX 540SX02                         
CMGBMS17            ,GEARBOX MAIN -520BE01                   
CMGBMS19            ,GEARBOX MAIN -520BE01                   
CMGBMS1B            ,GEARBOX MAIN -542BE02                   
CMGBMS20            ,GEARBOX MAIN -542BE02                   
CMGBMS21            ,GEAR BOX 545SR03                        
CMGBMS22            ,GEAR BOX 545SR01                        
CMGBMS23            ,GEAR BOX 545SR02                        
CMGBMS24            ,MAIN GEAR BOX FOR 561BE01               
CMGBMS25            ,MAIN GEARBOX 580BE01                    
CMGBSS01            ,INCHING GEARBOX 510BE01                 
CMGBSS02            ,INCHING GEARBOX 510BE02                 
CMGBSS03            ,INCHING GEARBOX 520BE01                 
CMGBSS05            ,GEARBOX INCHING -542BE01                
CMGBSS06            ,GEARBOX INCHING-542BE02                 
CMGBSS07            ,GEARBOX INCHING -542BE01                
CMGBSS08            ,GEARBOX INCHING-542BE02                 
CMGBSS09            ,GEAR BOX 550CV01                        
CMGBSS10            ,GEARBOX INCHING                         
CMGBSS11            ,GEARBOX MAIN                            
CMGBSS12            ,GEARBOX INCHING                         
CMGBSS13            ,"DRIVE, AUXILIARY CEMENT MILL 3, M02     "
CMGBSS14            ,GEARBOX MAIN                            
CMGBSS15            ,INCHING GEAR BOC 561BE01                
CMGBSS16            ,INCHING GEAR 580BE01                    
CMINV01             ,INVERTER PANEL 545SR02                  
CMINV02             ,INVERTER PANEL 550FN01                  
CMMODC01            ,MOTOR 545SR01                           
CMMOLV001           ,MOTOR 51ABC01                           
CMMOLV002           ,MOTOR 51ABC02                           
CMMOLV003           ,MOTOR 51ABC03                           
CMMOLV004           ,MOTOR 53ABC01                           
CMMOLV005           ,MOTOR 53ABC02                           
CMMOLV006           ,"MOTOR 54ABC01 FEEDING BC,               "
CMMOLV007           ,MOTOR 54ABC02 L/STONE BELT CONVEYOR     
CMMOLV008           ,MOTOR 54ABC03                           
CMMOLV009           ,"MOTOR, MAIN DRIVE BE, 30KW,980RPM,53A   "
CMMOLV010           ,MOTOR 54ABE02                           
CMMOLV011           ,"MOTOR GRIT SEPA. DAMPER,                "
CMMOLV012           ,MOTOR EXHAUST 54AFN01                   
CMMOLV013           ,MOTOR 54AFN02                           
CMMOLV014           ,"MOTOR, 54AOM01 LO PRESS PUMP B1         "
CMMOLV015           ,"MOTOR, 54AOM02 LO PRESS PUMP B3         "
CMMOLV016           ,"MOTOR, 54AOM03 HI PRESS PUMP B2         "
CMMOLV017           ,"MOTOR, 54AOM04 HI PRESS OIL PUMP B4     "
CMMOLV018           ,"MOTOR, MAIN GEARBOX OIL PUMP            "
CMMOLV019           ,"MOTOR AIR SEPA. OIL PUMP,               "
CMMOLV020           ,"MOTOR, MAIN DRIVE 54ASR01 AIR SEPERATOR "
CMMOLV021           ,"MOTOR, GRIT SEPA. VANE CONTROL          "
CMMOLV022           ,MOTOR 54AWF01                           
CMMOLV023           ,MOTOR 54AWF02                           
CMMOLV024           ,MOTOR 54AWF03                           
CMMOLV0245          ,MOTOR FOR 54BAC01                       
CMMOLV026           ,MOTOR FOR 54BBC01                       
CMMOLV027           ,MOTOR FOR 54BBC02                       
CMMOLV028           ,MOTOR FOR 54BBC03                       
CMMOLV029           ,MOTOR FOR 54BBC04                       
CMMOLV030           ,"MOTOR CM2, BUCKET ELEVATOR              "
CMMOLV031           ,MOTOR FOR 54BBE02                       
CMMOLV032           ,"MOTOR, AUXILIARY CM2 MILL               "
CMMOLV033           ,MOTOR FOR 54BCP01                       
CMMOLV034           ,MOTOR FOR 54BFN01                       
CMMOLV035           ,MOTOR FOR 54BFN02                       
CMMOLV036           ,"MOTOR CM2, CIRCULATING FAN              "
CMMOLV037           ,MOTOR FOR 54BFN04                       
CMMOLV038           ,MOTOR FOR 54BFN05                       
CMMOLV039           ,MOTOR FOR 54BFN06                       
CMMOLV040           ,MOTOR 54BFN07 EXHAUST FAN               
CMMOLV041           ,"MOTOR CM2, CYCLONE SEPARATOR            "
CMMOLV042           ,MOTOR FOR 54BWF01                       
CMMOLV045           ,MOTOR FOR 54BWF02                       
CMMOLV046           ,MOTOR FOR 54BWF03                       
CMMOLV047           ,MOTOR FOR 54BWP01                       
CMMOLV048           ,MOTOR FOR 55ABE01                       
CMMOLV049           ,MOTOR FOR 55ACP01                       
CMMOLV050           ,MOTOR FOR 55ACP02                       
CMMOLV051           ,MOTOR FOR 55AFN01                       
CMMOLV052           ,MOTOR FOR 55AFN02                       
CMMOLV053           ,MOTOR FOR 55AFN03                       
CMMOLV054           ,MOTOR FOR 55BBE01                       
CMMOLV055           ,MOTOR FOR 55BCP01                       
CMMOLV056           ,MOTOR FOR 55BFN01                       
CMMOLV057           ,MOTOR X PUMP MOTOR CM1/CM2              
CMMOLV058           ,MOTOR FOR 56BBC01                       
CMMOLV059           ,MOTOR FOR 56BBC02                       
CMMOLV060           ,MOTOR FOR 56BBC03                       
CMMOLV061           ,MOTOR FOR 56BBC04                       
CMMOLV062           ,MOTOR FOR 510AC01                       
CMMOLV063           ,MOTOR FOR 510BE01                       
CMMOLV064           ,INCHING MOTOR FOR 510BE01               
CMMOLV065           ,MOTOR FOR 510BE02                       
CMMOLV066           ,INCHING MOTOR FOR 510BE02               
CMMOLV067           ,MOTOR FOR 510FN01                       
CMMOLV068           ,MOTOR FOR 510SC01                       
CMMOLV069           ,MOTOR FOR 520BC01                       
CMMOLV070           ,MOTOR FOR 520BC02                       
CMMOLV071           ,MOTOR FOR 520BC03                       
CMMOLV072           ,MOTOR FOR 520BC08                       
CMMOLV073           ,MOTOR FOR 520BE01                       
CMMOLV074           ,INCHING MOTOR FOR 520BE01               
CMMOLV075           ,MOTOR FOR 520FN01                       
CMMOLV076           ,MOTOR FOR 520WF01                       
CMMOLV077           ,MOTOR FOR 535AC01                       
CMMOLV078           ,MOTOR 535BC01                           
CMMOLV079           ,MOTOR 535BC02                           
CMMOLV080           ,MOTOR 535BC03                           
CMMOLV081           ,MOTOR 535BC04                           
CMMOLV082           ,MOTOR 535BC05                           
